207.46.204.227,1
207.46.199.201,1
68.50.70.73,34
173.75.182.226,196
173.66.7.21,8
75.202.159.93,79
84.201.11.74,1
96.244.46.146,237
70.21.123.87,164
71.126.191.122,119
68.55.61.141,160
68.49.141.208,142
207.46.13.100,1
68.50.61.155,158
205.215.251.46,141
207.46.13.137,3
108.3.185.105,53
209.169.211.116,215
173.64.117.7,78
123.125.66.64,1
128.220.160.6,1
200.29.139.66,4
71.166.76.219,140
69.84.146.106,1
75.32.34.84,189
68.49.156.118,80
96.234.245.98,75
65.52.53.243,2
68.55.213.113,189
207.46.13.132,3
68.33.69.37,158
98.218.65.39,188
173.52.108.223,145
67.228.100.138,1
216.158.0.100,376
72.81.215.186,79
70.121.229.19,118
98.204.219.173,147
76.104.247.146,195
71.179.98.2,235
76.100.101.46,140
99.248.204.48,191
123.125.66.130,2
68.49.201.184,161
72.220.93.82,188
97.102.104.77,117
61.135.249.221,2
66.188.251.201,220
69.255.89.246,23
24.35.51.115,77
116.93.137.173,58
173.69.192.140,80
72.45.26.2,79
207.46.13.133,1
137.200.0.109,1
207.46.199.200,3
66.219.58.43,24
170.29.32.3,56
75.197.151.165,158
32.179.236.68,33
162.24.9.213,1
96.241.162.43,154
69.243.12.175,83
96.234.184.212,431
207.46.204.195,1
207.46.195.234,3
98.199.217.2,188
69.140.26.161,185
67.80.78.25,32
71.166.122.122,277
88.131.106.5,1
88.131.106.8,1
60.240.249.218,10
220.181.94.231,3
74.106.232.243,67
64.12.117.9,1
64.12.116.7,1
64.12.117.66,1
64.12.116.201,1
64.12.116.18,1
64.12.116.144,1
69.251.219.41,145
68.49.200.88,144
24.126.73.68,80
208.115.111.246,87
69.137.234.98,212
68.55.80.203,79
71.246.85.138,158
151.197.122.215,1
98.204.222.216,354
69.88.47.81,155
98.221.49.64,59
65.100.7.206,78
71.174.177.136,129
66.249.71.89,1
64.233.172.6,10
74.125.75.1,8
74.243.232.10,79
78.143.26.110,1
71.200.136.45,64
207.46.13.50,4
151.196.166.120,73
71.191.40.158,79
162.119.68.249,109
125.230.95.238,1
65.52.108.59,1
71.166.13.119,498
68.171.234.185,120
184.59.145.11,140
207.46.204.191,1
123.125.66.63,2
173.69.197.156,419
68.227.123.190,141
207.46.199.55,5
208.103.134.205,80
71.53.208.126,1
207.46.195.106,1
207.46.199.44,2
76.84.120.195,128
80.190.132.35,5
162.119.240.100,1
174.100.11.163,188
207.46.199.198,17
173.75.170.208,220
71.206.30.148,143
75.67.1.109,80
68.33.106.229,226
65.52.51.179,3
74.100.50.247,152
98.215.249.143,188
69.140.200.85,235
134.192.81.194,85
123.125.66.126,1
166.216.130.77,115
75.42.76.236,73
112.118.15.166,10
173.66.149.228,78
98.233.189.243,64
207.46.13.51,4
96.234.194.207,214
69.244.76.35,141
98.117.43.59,78
68.49.64.244,163
65.216.225.34,591
166.137.136.177,194
108.3.206.101,158
207.46.199.26,9
98.220.119.122,130
71.246.64.171,224
76.26.130.127,144
69.250.187.230,145
108.3.164.18,79
207.46.199.48,2
108.3.230.195,173
207.46.204.235,1
75.93.51.193,146
68.50.70.66,213
24.171.165.2,79
207.46.12.168,23
173.67.58.26,81
68.48.46.132,74
74.103.103.176,79
69.251.145.249,144
68.55.78.56,214
68.55.59.60,60
207.46.13.86,2
90.200.33.124,185
72.81.249.2,158
98.117.47.39,214
204.156.24.239,213
98.192.255.38,220
76.237.177.37,188
108.12.90.23,188
204.116.215.48,8
66.16.82.237,74
98.140.233.18,80
98.233.52.175,80
69.140.136.210,326
207.46.199.54,3
72.81.204.114,221
173.64.90.216,144
76.100.62.182,269
68.33.173.118,214
207.46.204.184,2
208.80.194.36,1
207.216.129.94,80
68.46.88.8,207
61.135.249.242,13
207.46.12.203,22
70.178.240.17,132
166.205.13.202,187
108.3.210.248,124
123.125.66.65,3
68.33.69.253,214
207.46.13.85,1
173.18.146.111,143
207.46.13.44,3
122.172.121.116,1
68.13.65.80,129
24.190.1.223,74
113.162.162.232,65
65.55.37.193,3
173.175.168.69,55
122.172.118.102,11
173.67.57.83,80
96.234.234.230,211
24.124.43.13,188
207.46.204.19,3
96.234.187.24,144
68.38.180.95,65
202.75.83.213,113
166.137.138.126,10
115.132.87.132,58
173.124.4.41,79
208.74.33.122,67
208.80.194.31,1
76.100.3.20,214
65.52.49.77,2
123.125.66.89,1
123.125.66.131,1
207.46.204.233,2
68.171.231.22,1
68.171.231.19,311
68.48.253.13,4
74.107.117.142,565
69.171.168.180,222
69.97.211.48,79
65.52.53.244,2
71.179.150.127,141
76.114.175.128,183
71.214.227.238,79
190.131.53.87,129
76.100.102.36,214
207.46.13.95,2
173.192.34.95,1
63.86.116.3,1
68.76.122.119,1
158.73.247.16,1
74.193.105.214,207
206.255.27.23,83
69.62.129.42,140
123.125.66.129,2
207.46.204.177,3
178.63.50.145,414
178.63.49.139,76
178.63.49.141,61
178.63.50.130,22
207.59.178.38,286
207.46.204.239,1
168.137.100.28,1
216.185.25.243,12
65.52.104.42,12
65.55.37.192,2
68.48.245.218,10
165.68.31.67,190
207.46.195.236,3
68.33.26.237,135
67.251.17.107,188
72.102.67.101,15
218.6.2.230,7
193.47.80.43,1
98.233.65.4,80
173.69.200.114,79
207.46.204.179,1
96.234.234.205,34
186.36.8.153,1
58.61.164.141,1
199.253.177.237,145
71.202.248.14,189
71.166.66.230,220
68.33.68.105,371
207.46.204.182,3
74.103.32.176,144
123.125.66.82,1
207.46.13.53,2
200.41.127.118,1
207.46.204.193,4
76.102.95.135,188
175.144.97.18,1
96.244.141.19,82
151.196.187.204,214
20.132.68.147,2
38.111.147.86,1
75.167.114.1,78
74.72.115.108,158
69.136.238.189,144
65.52.108.60,3
123.125.66.62,1
38.101.36.70,265
70.230.165.127,193
66.177.166.175,214
65.111.73.50,293
65.241.18.25,128
202.62.85.173,190
122.183.250.178,113
207.46.13.134,2
68.50.219.78,80
207.46.13.49,1
207.46.13.91,4
123.125.66.58,2
98.233.134.69,213
96.234.184.210,214
65.55.37.191,2
66.185.0.228,25
98.113.159.52,195
207.46.13.52,3
207.46.204.229,2
207.46.204.186,2
123.125.66.127,1
76.100.77.20,220
207.46.13.96,3
207.46.204.192,1
207.46.13.46,1
216.18.169.17,1
207.46.12.236,2
24.84.54.214,80
121.222.126.100,202
74.166.245.189,206
98.204.218.15,10
65.215.51.113,7
207.46.199.191,1
119.63.198.31,1
71.166.3.50,87
71.179.198.174,365
162.129.251.25,130
202.173.160.70,194
207.46.13.145,2
195.42.102.21,4
75.112.155.86,2
66.75.14.127,188
98.233.116.173,215
67.161.57.241,188
123.125.66.77,1
184.73.114.248,3
207.46.12.240,2
207.241.227.86,1
69.251.56.87,134
174.129.228.67,2
207.46.199.47,3
76.235.204.95,354
123.125.66.114,1
123.125.66.42,1
123.125.66.66,1
207.46.13.94,1
207.46.13.142,2
195.122.230.254,2
67.60.38.179,75
68.112.117.203,186
207.46.199.39,2
207.46.13.45,2
194.44.92.194,21
76.21.144.197,79
123.125.66.134,1
122.162.33.126,78
98.15.189.69,187
207.46.199.182,1
68.142.243.60,2
125.131.95.22,1
63.138.164.123,1
207.46.13.101,2
67.142.170.25,141
71.105.50.245,189
207.46.204.187,1
69.255.194.47,378
123.125.66.93,1
65.111.73.143,547
207.46.204.181,2
69.181.200.144,188
71.132.128.78,63
143.56.37.234,1
207.46.13.131,2
207.46.195.230,1
98.154.156.142,206
114.56.164.249,1
64.29.240.12,79
65.52.49.141,1
109.211.16.143,131
208.138.16.216,197
58.68.52.50,1
207.46.13.98,1
123.125.66.85,1
216.220.216.183,5
216.220.216.208,2
216.220.216.153,4
216.220.216.181,4
216.220.216.173,3
216.220.216.164,3
216.220.216.162,2
216.220.216.209,3
216.220.216.171,2
216.220.216.194,6
216.220.216.165,1
216.220.216.160,2
216.220.216.156,4
216.220.216.155,4
216.220.216.159,3
216.220.216.193,3
216.220.216.200,4
216.220.216.196,3
216.220.217.156,1
216.220.216.204,3
216.220.216.169,2
216.220.216.158,2
216.220.216.180,1
216.220.216.198,1
216.220.216.205,1
216.220.216.152,1
216.220.216.168,1
207.46.199.184,4
75.94.93.147,292
65.242.84.75,3
68.188.135.34,207
207.46.13.93,1
91.107.169.215,189
207.46.13.88,1
92.243.18.248,2
96.240.221.224,79
65.111.72.61,212
69.4.199.48,24
71.166.91.180,386
121.247.79.3,1
65.111.76.4,427
205.143.152.40,2
124.115.1.7,1
85.186.255.233,8
121.45.204.1,56
184.73.82.101,6
123.125.66.79,1
69.237.93.16,78
207.46.199.45,2
119.63.198.23,1
169.200.215.36,3
114.56.165.17,79
193.77.233.242,183
207.46.204.185,3
120.21.230.250,188
207.46.13.47,2
86.6.68.143,189
66.235.124.57,1
207.46.204.180,2
207.46.13.141,1
69.14.76.246,2
209.196.3.210,15
124.115.0.162,1
66.235.124.58,1
74.185.69.83,188
134.214.81.65,1
207.46.13.48,1
122.171.8.113,147
86.172.181.195,189
88.108.20.21,188
66.173.185.110,79
124.115.1.8,2
207.46.204.232,1
69.250.42.63,5
12.176.24.5,1
207.46.199.43,1
207.46.195.235,2
64.182.124.219,1
207.46.204.241,1
58.61.164.139,2
207.46.195.242,2
38.99.96.202,162
119.63.193.56,1
207.46.195.240,1
208.80.194.35,2
222.154.152.15,140
74.92.131.161,80
195.153.53.130,2
207.46.204.238,1
204.194.77.3,129
66.235.124.6,4
178.151.17.238,7
67.131.130.13,481
74.140.16.89,188
93.160.60.23,1
173.19.158.224,189
119.63.198.18,1
63.65.186.70,3
162.129.251.56,80
125.165.79.186,76
208.54.35.88,119
208.54.35.47,76
207.46.204.236,1
173.10.145.98,1
169.130.18.10,1
207.46.195.239,1
71.179.158.125,105
86.45.130.188,188
121.54.97.244,31
207.46.13.146,2
74.6.76.56,1
207.46.199.49,1
207.46.195.225,2
65.52.49.76,1
67.233.48.246,256
220.181.7.85,1
76.100.6.92,224
123.125.66.121,1
173.64.74.9,133
84.177.58.229,2
207.46.13.136,1
79.179.121.56,129
91.194.90.175,2
65.202.235.140,1
207.46.204.234,1
184.199.16.155,143
216.214.93.242,214
123.125.66.103,1
68.55.98.89,79
173.13.250.17,268
137.191.240.98,56
68.50.3.22,1
134.58.253.55,1
98.237.108.170,216
148.177.0.100,227
80.141.63.69,5
151.196.52.184,80
69.143.152.125,4
68.54.174.115,217
124.115.6.12,1
173.13.218.45,82
207.46.204.196,1
67.195.37.167,2
208.54.35.89,108
208.54.35.44,108
12.169.18.97,84
92.30.156.88,1
96.234.153.32,78
65.210.63.19,229
67.86.14.150,188
67.142.168.26,49
71.179.83.217,130
61.5.87.53,1
190.196.11.130,1
63.80.166.126,199
173.66.131.31,159
91.93.47.170,129
24.153.124.78,15
65.55.37.190,4
208.61.250.70,3
68.50.144.128,4
98.233.43.69,79
62.159.202.234,1
71.173.99.79,198
173.79.132.59,191
88.210.244.51,76
70.35.196.129,998
67.66.76.164,59
173.69.167.111,129
173.59.241.109,59
96.234.193.58,79
220.181.7.61,1
75.195.4.252,119
173.59.244.64,108
146.145.179.66,2
207.46.195.228,1
70.22.18.127,79
98.204.213.23,137
209.51.162.219,34
67.152.29.130,17
8.11.2.10,10
207.46.199.223,2
66.249.71.226,1
167.102.229.77,219
174.129.186.246,1
67.202.2.96,1
75.192.76.238,79
74.103.83.17,66
173.13.234.17,164
71.245.170.143,80
96.244.233.242,79
69.138.175.21,66
